"ID","trial_number","RT","Action_Dir","Action_length","Sound","x_disp","y_disp","eucl_disp"
3,38,1299,"W","3","S1",28,6,28.6356421265527
3,39,1108,"W","1","S1",19,-4,19.4164878389476
3,40,1371,"R","1","S2",5,2,5.3851648071345
3,41,1386,"R","3","S1",60,-22,63.9061812346818
3,42,920,"W","3","S1",11,2,11.1803398874989
3,43,878,"R","3","S2",14,-10,17.2046505340853
3,44,1041,"R","1","S1",0,6,6
3,45,1061,"R","3","S2",5,-10,11.1803398874989
3,46,1293,"W","2","S2",6,-4,7.21110255092798
3,47,1009,"W","2","S1",2,-3,3.60555127546399
3,48,1075,"R","3","S1",9,-8,12.0415945787923
3,49,1073,"W","3","S2",41,0,41
3,50,1064,"R","3","S2",1,-4,4.12310562561766
3,51,1067,"W","2","S1",10,3,10.4403065089106
3,52,1158,"W","1","S1",13,-5,13.9283882771841
3,53,988,"R","1","S2",10,-4,10.770329614269
3,54,956,"W","2","S2",28,-5,28.4429253066558
3,55,973,"W","2","S1",16,4,16.4924225024706
3,56,1259,"W","2","S2",0,-2,2
3,57,1528,"R","1","S1",6,0,6
3,58,983,"W","3","S1",14,2,14.142135623731
3,59,1076,"R","1","S2",-6,-2,6.32455532033676
3,60,778,"R","3","S1",3,-6,6.70820393249937
3,61,1136,"R","3","S1",9,-9,12.7279220613579
3,62,1018,"R","1","S2",15,-9,17.4928556845359
3,63,977,"R","1","S1",4,0,4
3,64,1117,"W","1","S2",21,-10,23.259406699226
3,65,933,"R","1","S2",11,-6,12.5299640861417
3,66,1059,"W","3","S2",32,-1,32.0156211871642
3,67,969,"R","1","S1",11,-9,14.2126704035519
3,68,1052,"R","3","S2",14,-7,15.6524758424985
3,69,984,"W","2","S1",19,4,19.4164878389476
3,70,1123,"R","3","S2",4,-4,5.65685424949238
3,71,1140,"W","1","S2",31,4,31.2569992161756
3,72,573,"R","2","S1",10,-3,10.4403065089106
3,73,1164,"W","3","S2",15,11,18.6010752377383
3,74,902,"W","3","S1",19,17,25.4950975679639
3,75,734,"R","3","S1",5,-4,6.40312423743285
3,76,1146,"R","2","S2",4,-5,6.40312423743285
3,77,859,"W","1","S1",9,3,9.48683298050514
3,78,894,"R","3","S1",6,-5,7.81024967590665
3,79,911,"W","3","S1",17,13,21.4009345590327
3,80,1100,"R","1","S1",-20,0,20
3,81,1369,"W","1","S1",19,5,19.6468827043885
3,82,1155,"W","1","S2",26,-1,26.0192236625154
3,83,1197,"R","2","S2",4,-8,8.94427190999916
3,84,935,"R","2","S1",9,1,9.05538513813742
3,85,1048,"R","2","S1",20,-10,22.3606797749979
3,86,1318,"W","2","S2",17,-2,17.1172427686237
3,87,852,"R","2","S2",12,-2,12.1655250605964
3,88,846,"R","1","S2",6,-18,18.9736659610103
3,89,878,"R","3","S2",12,-12,16.9705627484771
3,90,838,"R","2","S1",25,-15,29.1547594742265
3,91,1454,"R","3","S1",6,-7,9.21954445729289
3,92,1162,"W","2","S1",13,4,13.6014705087354
3,93,1176,"W","1","S2",-3,1,3.16227766016838
3,94,894,"W","1","S1",9,0,9
3,95,1024,"W","2","S2",5,0,5
3,96,1069,"R","2","S2",14,-11,17.8044938147649
3,97,925,"R","1","S1",7,2,7.28010988928052
3,98,1526,"W","3","S2",7,10,12.2065556157337
3,99,1091,"W","3","S2",-3,3,4.24264068711928
3,100,1217,"W","2","S2",12,-4,12.6491106406735
3,101,1073,"R","3","S2",1,-4,4.12310562561766
3,102,1030,"W","3","S1",10,6,11.6619037896906
3,103,1187,"W","3","S2",26,6,26.6833281282527
3,104,881,"W","3","S1",32,5,32.3882694814033
3,105,1484,"W","2","S1",-6,2,6.32455532033676
3,106,1228,"R","3","S1",5,-7,8.60232526704263
3,107,1091,"R","2","S1",3,-9,9.48683298050514
3,108,1145,"W","3","S2",17,11,20.2484567313166
3,109,1173,"W","2","S1",14,-1,14.0356688476182
3,110,1223,"R","2","S2",15,-9,17.4928556845359
3,111,953,"R","3","S2",12,-6,13.4164078649987
3,112,949,"W","1","S2",-4,-3,5
3,113,1030,"W","1","S1",9,0,9
3,114,984,"R","1","S2",11,-11,15.556349186104
3,115,1145,"R","1","S1",-7,7,9.89949493661167
3,116,967,"R","3","S2",12,-17,20.8086520466848
3,117,1086,"W","2","S2",-6,0,6
3,118,1008,"W","2","S1",15,4,15.52417469626
3,119,1244,"R","1","S2",9,-1,9.05538513813742
3,120,1266,"W","1","S2",40,0,40
4,1,851,"R","3","S2",36,5,36.3455636907725
4,2,730,"W","2","S2",82,-3,82.0548596976437
4,3,765,"R","3","S1",47,-25,53.2353266168247
4,4,770,"W","2","S1",53,0,53
4,5,553,"W","3","S2",46,29,54.3783044972901
4,6,661,"W","1","S2",167,-14,167.58579892103
4,7,678,"R","1","S1",-15,11,18.6010752377383
4,8,596,"R","1","S2",17,-15,22.6715680975093
4,9,529,"R","1","S2",-54,19,57.2450871254468
4,10,904,"R","1","S1",-17,-8,18.7882942280559
4,11,907,"W","3","S1",12,0,12
4,12,872,"R","3","S1",-3,-16,16.2788205960997
4,13,483,"W","1","S1",73,-6,73.24616030892
4,14,514,"W","2","S2",63,14,64.5368112010502
4,15,517,"R","3","S2",82,-26,86.0232526704263
4,16,722,"W","1","S1",71,5,71.175838597097
4,17,593,"R","1","S2",17,-22,27.8028775489157
4,18,887,"W","3","S2",109,-29,112.791843676748
4,20,713,"R","1","S1",52,-14,53.851648071345
4,21,838,"W","2","S1",8,-13,15.2643375224737
4,22,590,"W","3","S1",24,-11,26.4007575648882
4,23,734,"W","1","S2",72,-30,78
4,24,719,"W","2","S2",68,9,68.5930025585701
4,25,664,"W","3","S1",52,-5,52.2398315464359
4,26,1402,"W","1","S1",99,-3,99.0454441153151
4,27,1045,"R","3","S2",60,-28,66.2117814289874
4,28,766,"W","3","S2",76,-13,77.1038261048049
4,29,719,"R","3","S1",60,-28,66.2117814289874
4,30,797,"R","3","S2",34,-13,36.4005494464026
4,31,1005,"W","1","S2",50,-15,52.2015325445527
4,32,795,"W","2","S1",37,-17,40.7185461430047
4,33,614,"W","1","S1",79,-60,99.2018144995342
4,34,860,"R","1","S2",13,-15,19.8494332412792
4,35,503,"W","3","S2",35,29,45.453272709454
4,36,1067,"R","3","S1",50,-23,55.0363516232681
4,37,614,"W","2","S2",24,-24,33.9411254969543
4,38,463,"R","1","S2",-103,24,105.759160359753
4,39,731,"W","3","S1",59,-17,61.400325732035
4,40,971,"W","1","S2",87,-23,89.9888882029331
4,41,622,"W","1","S2",91,-22,93.6215787091843
4,42,992,"W","2","S1",50,-7,50.4876222454574
4,43,1016,"R","1","S1",-23,2,23.0867927612304
4,44,584,"W","1","S1",38,-16,41.2310562561766
4,45,581,"W","2","S2",17,-15,22.6715680975093
4,46,685,"W","1","S2",110,-20,111.803398874989
4,47,1160,"W","1","S1",116,-18,117.388244726634
4,48,624,"W","3","S1",96,-23,98.7167665596883
4,49,811,"R","1","S2",-135,-43,141.682744185733
4,50,684,"W","2","S1",111,-28,114.477071940192
4,51,641,"R","3","S2",-46,-48,66.4830805543786
4,52,660,"W","3","S2",12,-34,36.0555127546399
4,53,655,"R","3","S1",32,-15,35.3411940941446
4,54,819,"W","2","S2",-14,-26,29.5296461204668
4,55,633,"R","3","S2",-5,-21,21.5870331449229
4,56,698,"W","2","S1",-27,-30,40.3608721412211
4,57,665,"W","3","S1",2,-25,25.0798724079689
4,58,638,"W","3","S2",34,-9,35.1710107901379
4,59,694,"R","3","S1",23,-32,39.4081209904761
4,60,756,"R","1","S1",11,-12,16.2788205960997
4,61,771,"W","1","S2",-22,-31,38.0131556174964
4,63,787,"R","2","S2",18,-5,18.6815416922694
4,64,623,"R","3","S2",32,-15,35.3411940941446
4,65,900,"R","3","S2",5,-5,7.07106781186548
4,66,841,"W","1","S1",68,-25,72.4499827467198
4,67,1214,"W","2","S1",-21,-41,46.0651712251241
4,68,621,"W","1","S2",67,-35,75.591004755857
4,69,739,"R","3","S1",60,-40,72.1110255092798
4,70,2329,"R","3","S1",-86,-84,120.21647141719
4,71,881,"W","1","S1",-16,-3,16.2788205960997
4,72,762,"R","1","S1",14,-27,30.4138126514911
4,73,753,"R","1","S2",5,-11,12.0830459735946
4,74,608,"R","1","S2",3,-23,23.1948270094864
4,75,578,"R","2","S1",-33,-12,35.1140997321589
4,76,863,"W","2","S2",-49,2,49.0407993409569
4,77,677,"W","3","S2",-38,-25,45.4862616621766
4,78,644,"W","1","S1",23,-19,29.8328677803526
4,79,977,"W","1","S2",14,-9,16.6433169770932
4,80,900,"W","3","S1",-81,11,81.7435012707432
4,81,863,"R","2","S2",-32,-54,62.7694193059009
4,82,1267,"W","3","S2",-10,-12,15.6204993518133
4,83,783,"R","2","S1",19,-36,40.7062648740952
4,85,543,"W","1","S1",81,-18,82.975900115636
4,86,760,"R","1","S2",-18,-44,47.5394572960189
4,87,672,"R","3","S2",22,-54,58.309518948453
4,88,786,"W","1","S2",68,-22,71.4702735408225
4,89,822,"W","2","S2",-68,-11,68.8839603971781
4,90,838,"W","2","S1",25,-13,28.1780056072107
4,91,898,"W","3","S1",-17,-13,21.4009345590327
4,92,597,"W","2","S1",107,-4,107.074740251845
4,93,696,"R","2","S1",16,-36,39.3954312071844
4,94,662,"W","2","S2",-36,-4,36.2215405525497
4,95,657,"R","3","S2",-24,-32,40
4,96,614,"R","1","S1",6,-6,8.48528137423857
4,97,671,"W","1","S2",66,9,66.6108099335236
4,98,730,"W","2","S1",18,4,18.4390889145858
4,99,951,"R","1","S1",-21,5,21.5870331449229
4,100,1019,"W","3","S1",-23,-6,23.7697286480094
4,101,657,"R","2","S2",36,-42,55.3172667437573
4,102,818,"R","1","S2",142,-50,150.545674132471
4,103,446,"R","3","S1",44,-19,47.927027865287
4,104,954,"W","2","S2",-14,-38,40.4969134626332
4,105,542,"W","2","S1",35,-37,50.9313263129874
4,106,630,"W","1","S1",34,-17,38.0131556174964
4,107,2107,"W","3","S2",-69,-19,71.5681493403316
4,108,702,"R","3","S2",66,-5,66.1891229734916
4,109,602,"W","1","S2",66,-21,69.2603782836912
4,110,854,"W","3","S1",35,-33,48.1040538832228
4,111,806,"W","3","S2",78,-19,80.2807573457052
4,112,454,"W","2","S2",44,-19,47.927027865287
4,113,647,"R","2","S2",-6,-33,33.5410196624968
4,114,770,"R","2","S1",5,-11,12.0830459735946
4,115,775,"R","1","S2",-42,32,52.8015151297763
4,116,719,"R","1","S1",23,-2,23.0867927612304
4,117,730,"W","3","S1",39,-37,53.7587202228625
4,118,614,"R","2","S1",12,-15,19.2093727122985
4,119,583,"W","3","S2",-37,-15,39.9249295553543
4,120,403,"R","3","S1",-29,9,30.364452901378
5,1,1102,"R","1","S2",24,-43,49.2442890089805
5,2,750,"W","1","S1",-63,-8,63.5059052372297
5,3,1140,"R","1","S1",55,-38,66.8505796534331
5,4,872,"R","3","S1",129,-80,151.79262169157
5,5,852,"W","2","S1",-160,-14,160.611332103311
5,6,972,"R","1","S1",94,-54,108.406641862941
5,7,1352,"R","3","S2",47,-29,55.2268050859363
5,8,939,"R","3","S2",25,-22,33.3016516106934
5,9,1163,"R","3","S1",3,12,12.369316876853
5,10,981,"W","2","S2",-25,4,25.3179778023443
5,11,947,"W","3","S1",-10,12,15.6204993518133
5,12,798,"W","2","S1",-21,-16,26.4007575648882
5,13,1024,"R","3","S2",36,-12,37.9473319220206
5,14,764,"R","1","S2",31,-17,35.3553390593274
5,15,1037,"W","1","S2",-9,-9,12.7279220613579
