"ID","trial_number","RT","Action_Dir","Action_length","Sound","x_disp","y_disp","eucl_disp"
11,9,2049,"W","2","S2",-9,-15,17.4928556845359
11,10,1399,"R","1","S1",38,-29,47.8016736108685
11,11,1131,"R","3","S1",30,-38,48.4148737476408
11,12,1839,"R","3","S2",46,-25,52.3545604508337
11,13,1266,"R","1","S1",-19,-15,24.2074368738204
11,14,1724,"W","3","S1",-23,0,23
11,15,2206,"W","2","S1",22,-16,27.2029410174709
11,16,1810,"R","3","S1",53,-44,68.8839603971781
11,17,931,"W","3","S1",7,0,7
11,18,1230,"W","3","S2",62,-8,62.5139984323511
11,19,704,"W","1","S1",-10,-29,30.6757233003559
11,20,798,"R","1","S2",32,-28,42.5205832509386
11,21,783,"W","1","S2",-10,-2,10.1980390271856
11,22,938,"R","3","S2",50,-30,58.309518948453
11,23,613,"R","1","S1",50,-24,55.4616984954482
11,24,1594,"R","1","S2",16,-3,16.2788205960997
11,25,496,"W","1","S1",-5,-5,7.07106781186548
11,26,606,"W","1","S1",16,-7,17.464249196573
11,27,1157,"R","3","S1",38,-47,60.4400529450463
11,28,1123,"W","3","S2",43,-8,43.7378554572581
11,29,763,"R","3","S2",41,-27,49.0917508345343
11,30,714,"W","2","S2",12,-24,26.8328157299975
11,31,705,"W","3","S1",22,2,22.0907220343745
11,32,724,"R","3","S2",4,-31,31.2569992161756
11,33,694,"W","1","S2",25,-20,32.0156211871642
11,34,429,"R","3","S1",62,-43,75.4519714785505
11,35,514,"R","1","S2",22,-10,24.1660919471891
11,36,733,"W","3","S2",35,1,35.0142828000232
11,37,1273,"W","3","S1",3,2,3.60555127546399
11,38,830,"W","2","S1",-19,-89,91.0054943396276
11,39,797,"R","1","S1",41,-18,44.7772263544762
11,40,595,"R","1","S1",59,-24,63.6945837571767
11,41,1057,"W","2","S2",15,-13,19.8494332412792
11,42,793,"W","2","S2",-16,-14,21.2602916254693
11,43,1104,"W","2","S1",5,-23,23.5372045918796
11,44,1065,"W","3","S1",17,5,17.7200451466693
11,45,1163,"R","1","S2",33,-15,36.2491379207837
11,46,766,"R","3","S1",53,-19,56.302753041037
11,47,822,"W","2","S1",0,-9,9
11,48,919,"W","2","S2",-28,-12,30.4630924234556
11,49,1245,"W","2","S2",36,-12,37.9473319220206
11,50,1170,"R","1","S1",52,-20,55.7135531087365
11,51,676,"W","2","S1",-5,-20,20.6155281280883
11,52,1286,"W","1","S1",-1,-4,4.12310562561766
11,53,863,"W","1","S2",30,-23,37.8021163428716
11,54,809,"W","3","S2",14,-3,14.3178210632764
11,55,1099,"W","3","S2",26,3,26.1725046566048
11,56,851,"R","3","S2",66,-29,72.0902212508742
11,57,1337,"W","1","S1",-50,-6,50.3587132480567
11,58,1304,"W","2","S2",44,-2,44.0454310910905
11,59,835,"W","3","S1",18,-4,18.4390889145858
11,60,745,"R","3","S1",75,-47,88.5098864534352
11,61,962,"W","3","S2",79,-1,79.0063288604147
11,62,1825,"R","1","S2",2,6,6.32455532033676
11,63,838,"R","3","S2",57,-20,60.4069532421558
11,64,1087,"W","3","S1",14,-22,26.0768096208106
11,65,1220,"W","3","S1",63,-3,63.0713881248859
11,66,1356,"W","2","S1",-18,7,19.313207915828
11,67,948,"R","1","S1",44,-23,49.6487663492256
11,68,673,"R","1","S2",64,-32,71.5541752799933
11,69,888,"W","2","S2",24,-9,25.6320112359526
11,70,1824,"W","1","S2",-54,-5,54.230987451825
11,71,696,"R","1","S1",35,-17,38.9101529166874
11,72,732,"R","3","S2",46,-18,49.3963561409139
11,73,404,"R","2","S1",14,-16,21.2602916254693
11,74,536,"W","2","S1",-22,-15,26.6270539113887
11,75,903,"W","3","S2",43,-12,44.6430285710994
11,76,456,"R","3","S1",59,-27,64.8845127900333
11,77,407,"R","1","S2",8,-5,9.4339811320566
11,78,1219,"W","3","S1",1,0,1
11,79,1213,"W","3","S2",-15,-2,15.1327459504216
11,80,623,"R","2","S2",65,-34,73.3552997403732
11,81,852,"R","1","S1",37,-19,41.5932686861708
11,82,588,"R","3","S1",56,-36,66.573267908373
11,83,859,"W","3","S1",-18,5,18.6815416922694
11,84,733,"R","2","S2",43,-30,52.4309069156733
11,85,1061,"W","3","S2",-10,-4,10.770329614269
11,86,433,"R","2","S1",59,-34,68.0955211449329
11,87,831,"R","3","S2",47,-22,51.8941229813165
11,88,713,"W","1","S2",18,-8,19.6977156035922
11,89,1604,"W","3","S1",37,-10,38.3275357934736
11,90,1825,"W","2","S2",10,-1,10.0498756211209
11,91,874,"W","1","S1",-13,-13,18.3847763108502
11,92,1246,"R","3","S1",41,-38,55.9016994374947
11,93,1641,"R","2","S1",67,-32,74.2495791233863
11,94,1006,"W","3","S2",19,4,19.4164878389476
11,95,1265,"R","3","S2",34,-29,44.6878059430087
11,96,799,"W","2","S1",-12,-14,18.4390889145858
11,97,791,"W","3","S2",13,-17,21.4009345590327
11,98,853,"R","3","S2",67,-50,83.6002392341075
11,99,831,"R","2","S2",43,-24,49.2442890089805
11,100,664,"R","1","S2",22,-1,22.0227155455452
11,101,457,"W","1","S1",-69,-12,70.0357051795725
11,102,1401,"R","1","S2",30,0,30
11,103,773,"W","1","S2",8,-12,14.422205101856
11,104,584,"W","2","S1",-6,-10,11.6619037896906
11,105,1294,"R","3","S1",51,-27,57.706152185014
11,106,638,"R","1","S1",26,-4,26.3058928759318
11,108,1112,"W","2","S2",-42,-24,48.3735464897913
11,109,1321,"R","1","S1",29,-11,31.0161248385416
11,110,651,"W","1","S1",-37,-15,39.9249295553543
11,111,1264,"W","1","S1",-47,-22,51.8941229813165
11,113,1225,"W","2","S1",-56,-15,57.974132162543
11,114,1466,"W","1","S2",57,-5,57.2188780036799
11,115,1613,"R","2","S1",39,-34,51.7397332811061
11,116,848,"R","2","S2",-24,-9,25.6320112359526
11,117,1126,"W","1","S2",-5,-12,13
11,118,639,"R","2","S1",32,-39,50.4479930225178
11,119,563,"W","2","S1",-96,-29,100.284595028349
11,120,713,"R","3","S1",48,-24,53.665631459995
12,1,868,"W","3","S1",53,5,53.2353266168247
12,2,886,"W","1","S2",55,-3,55.0817574156816
12,3,919,"W","2","S2",64,-2,64.0312423743285
12,4,990,"W","3","S2",47,-2,47.0425339453563
12,5,1210,"W","1","S1",49,-7,49.4974746830583
12,7,700,"W","3","S1",94,8,94.339811320566
12,8,654,"W","1","S2",103,5,103.121287811974
12,9,635,"W","3","S2",79,12,79.9061950038919
12,10,685,"R","1","S1",77,17,78.8542960148653
12,11,821,"R","1","S2",81,19,83.198557679806
12,12,1116,"R","3","S2",47,2,47.0425339453563
12,13,821,"R","1","S1",88,-10,88.5663593019381
12,14,563,"W","2","S1",28,-1,28.0178514522438
12,15,812,"R","1","S2",41,26,48.5489443757534
12,16,587,"R","3","S1",13,-16,20.6155281280883
12,17,731,"W","1","S1",38,-5,38.3275357934736
12,18,746,"W","2","S2",68,5,68.1835757349231
12,19,569,"W","2","S1",47,-6,47.3814309619285
12,20,794,"W","3","S1",43,0,43
12,21,893,"R","1","S1",155,-8,155.206314304541
12,22,693,"R","1","S2",58,-16,60.1664358259653
12,23,992,"R","3","S1",58,0,58
12,24,790,"W","2","S2",29,7,29.8328677803526
12,25,907,"W","1","S2",83,0,83
12,26,756,"R","3","S2",59,0,59
12,27,691,"W","1","S1",48,-4,48.1663783151692
12,28,606,"R","3","S2",48,-2,48.0416485978573
12,29,706,"W","1","S1",29,-17,33.6154726279432
12,30,636,"W","2","S1",14,1,14.0356688476182
12,31,1044,"R","1","S2",88,-12,88.8144132446981
12,32,568,"R","3","S1",52,-3,52.0864665724217
12,33,657,"R","1","S1",84,3,84.0535543567314
12,34,688,"W","2","S2",60,-13,61.3921819126833
12,35,978,"R","3","S1",69,-19,71.5681493403316
12,36,661,"R","1","S2",68,23,71.7843994193724
12,37,1115,"W","3","S2",51,-2,51.0392006206994
12,38,931,"W","1","S2",87,-5,87.1435597161374
12,39,1903,"R","1","S1",60,-4,60.1331855134916
12,40,682,"W","2","S2",27,-9,28.4604989415154
12,41,786,"W","1","S1",51,-1,51.0098029794274
12,42,639,"R","3","S2",49,-1,49.0102030193714
12,43,736,"W","2","S1",65,6,65.2763356814704
12,44,840,"W","1","S2",77,-18,79.0759128938769
12,45,618,"R","3","S1",52,1,52.0096144957834
12,46,944,"W","3","S2",27,4,27.2946881279124
12,47,892,"R","3","S2",43,7,43.5660418215839
12,48,847,"W","3","S1",21,-18,27.6586333718787
12,49,735,"W","2","S2",72,11,72.8354309385206
12,50,744,"W","3","S1",97,-13,97.8672570372747
12,51,714,"W","1","S1",59,-21,62.6258732474047
12,52,623,"W","3","S2",57,-11,58.0517010948
12,53,875,"W","3","S1",48,4,48.1663783151692
12,54,797,"R","1","S2",42,5,42.2965719651132
12,55,753,"W","3","S2",104,-6,104.172933144843
12,56,974,"W","2","S1",123,-11,123.490890352285
12,57,1294,"R","3","S2",35,2,35.0570962859162
12,58,742,"W","1","S2",92,0,92
12,59,809,"R","3","S1",40,7,40.6078810084939
12,60,905,"R","3","S2",26,-14,29.5296461204668
12,61,788,"W","3","S2",87,-15,88.283633817373
12,62,1135,"W","2","S1",105,-8,105.304320899002
12,63,517,"W","2","S2",93,-14,94.0478601564119
12,64,685,"R","1","S1",97,-10,97.5141015443408
12,65,622,"W","2","S1",91,-14,92.0706250657613
12,66,796,"W","2","S2",80,-6,80.2246844805263
12,67,706,"W","3","S1",54,0,54
12,68,712,"W","1","S2",70,4,70.1141925718324
12,69,537,"R","3","S1",78,11,78.7718223732319
12,70,698,"R","1","S2",53,-15,55.0817574156816
12,71,1593,"W","1","S1",44,-7,44.5533388198909
12,72,1198,"R","1","S1",103,-33,108.15729286553
12,73,581,"R","1","S2",34,-7,34.7131099154196
12,74,1065,"R","1","S1",64,-22,67.6756972627545
12,75,771,"R","3","S1",30,-25,39.0512483795333
12,76,978,"W","1","S1",53,-5,53.2353266168247
12,77,700,"R","2","S2",76,13,77.1038261048049
12,78,613,"W","1","S2",76,-7,76.3216876123687
12,79,580,"R","2","S1",34,-1,34.0147027033899
12,80,662,"R","2","S1",38,-12,39.8497176903426
12,81,832,"R","3","S2",85,-19,87.0976463516667
12,82,798,"R","1","S2",76,-5,76.1642960973185
12,83,620,"R","1","S1",124,-13,124.679589348056
12,84,563,"R","3","S2",57,8,57.5586657246326
12,85,674,"W","2","S2",45,-7,45.5411901469428
12,86,559,"R","1","S2",34,5,34.3656805548792
12,87,843,"W","1","S1",59,-12,60.2079728939615
12,88,914,"R","3","S1",57,-6,57.3149195236284
12,89,576,"W","2","S1",47,-39,61.0737259384099
12,90,731,"W","1","S2",120,-21,121.823643025482
12,91,547,"W","3","S2",47,-7,47.5184174820669
12,92,594,"R","1","S1",99,3,99.0454441153151
12,93,623,"R","2","S2",75,4,75.1065909225016
12,94,653,"W","2","S1",50,-3,50.0899191454728
12,95,442,"W","3","S1",46,-15,48.3838816136118
12,96,689,"R","2","S1",53,-13,54.571054598569
12,97,547,"W","3","S1",38,-8,38.8329756778952
12,98,626,"R","3","S1",83,11,83.7257427557379
12,99,705,"W","2","S2",49,-7,49.4974746830583
12,100,910,"R","2","S2",35,3,35.1283361405006
12,101,1016,"W","1","S2",76,6,76.2364742101837
12,102,637,"W","1","S1",94,1,94.0053189984482
12,103,1022,"W","3","S2",82,-2,82.0243866176395
12,104,609,"W","3","S1",102,-1,102.004901843
12,105,528,"R","2","S2",55,-15,57.0087712549569
12,106,781,"W","3","S2",104,-4,104.076894650062
12,107,1012,"W","3","S1",54,-10,54.9181208709839
12,108,1384,"R","3","S2",79,-8,79.4040301244213
12,109,520,"R","3","S1",38,26,46.0434577328854
12,110,645,"W","1","S1",69,-16,70.8307842678591
12,111,403,"R","2","S1",73,12,73.9797269527267
12,112,516,"R","3","S2",47,-8,47.6759897642409
12,113,509,"R","2","S2",25,-1,25.0199920063936
12,114,600,"R","1","S2",33,23,40.2243707222375
12,115,784,"R","2","S1",73,11,73.824115301167
12,116,961,"W","2","S1",44,-9,44.9110231457712
12,117,912,"W","1","S2",66,1,66.007575322837
12,118,712,"W","3","S2",80,-4,80.0999375780031
12,119,820,"W","2","S2",45,1,45.0111097397076
12,120,538,"W","3","S1",46,-3,46.0977222864644
13,1,1576,"R","3","S2",8,1.60000000000002,8.15843122174846
13,2,1150,"W","2","S1",13.6666666666665,8.60000000000002,16.1473768079454
13,3,1351,"W","2","S2",28.3333333333333,3.80000000000007,28.5870211420808
13,4,884,"R","1","S1",-4.33333333333337,-5,6.61647774709309
13,5,1484,"W","1","S2",28.3333333333333,0.399999999999977,28.3361567220711
13,6,1185,"W","2","S1",11,5,12.0830459735946
13,7,1067,"R","3","S1",32,-15.1999999999999,35.4265437207752
13,8,1051,"W","2","S2",21.6666666666665,5,22.2361067735437
13,9,1234,"W","3","S2",44.3333333333333,5.20000000000005,44.6372539975796
13,10,1269,"R","3","S2",24,-18.8,30.4867184196659
13,11,1185,"R","1","S2",18.3333333333333,-6.19999999999993,19.3533229991934
13,12,967,"R","3","S1",34.6666666666666,-17.6,38.8785001996962
13,13,1884,"W","1","S1",48.3333333333333,-4.39999999999998,48.5331959705015
13,14,800,"W","1","S1",12.3333333333333,2.80000000000007,12.6471779900146
13,15,918,"W","3","S1",27,6.39999999999998,27.7481530916924
13,16,1083,"W","3","S1",21.6666666666665,4,22.0328038262142
13,17,1367,"W","1","S2",51,0.399999999999977,51.0015686033283
13,18,1085,"W","3","S2",24.3333333333333,17.2,29.7985085383666
13,19,1069,"R","1","S1",37,-7.39999999999998,37.7327444005866
13,20,935,"R","1","S2",17,-15.8,23.2086190886058
13,21,1100,"W","2","S1",12.3333333333333,0.200000000000045,12.3349548483612
13,22,1033,"W","2","S2",20.3333333333333,0.200000000000045,20.3343169161012
13,23,1500,"W","3","S2",15,1.60000000000002,15.0850919785065
13,24,1037,"W","2","S1",21.6666666666665,-4.60000000000002,22.1495924216325
13,25,1052,"W","1","S2",40.3333333333333,-3.19999999999993,40.4600763441911
13,26,986,"W","2","S2",17.6666666666665,5,18.3605858052271
13,27,932,"R","1","S2",18.3333333333333,-9.79999999999995,20.7882445413534
13,28,950,"W","1","S1",21.6666666666665,-3.19999999999993,21.9016995789011
13,29,1368,"W","3","S1",8.33333333333326,7.60000000000002,11.2784947774268
13,30,934,"R","3","S2",14.6666666666666,-9.19999999999993,17.3133217815389
13,31,1316,"R","1","S1",37,-5,37.3363094051889
13,32,835,"R","1","S1",9,-8.60000000000002,12.4482930556764
13,33,796,"R","1","S2",19.6666666666666,-8.60000000000002,21.4648032317507
13,34,933,"R","3","S1",32,-18.8,37.1138788056436
13,35,751,"W","2","S1",19,0.200000000000045,19.0010526024218
13,36,850,"W","1","S1",11,-2,11.1803398874989
13,37,934,"R","1","S1",33,-9.79999999999995,34.424409944108
13,38,1033,"R","1","S2",27.6666666666666,-12.1999999999999,30.2371368427045
13,39,734,"R","3","S2",22.6666666666666,-9.19999999999993,24.4625791317632
13,40,1101,"W","2","S2",8.33333333333326,-1,8.39311887467604
13,41,868,"R","1","S1",31.6666666666666,-12.1999999999999,33.9354943647175
13,42,1103,"W","3","S2",15,6.39999999999998,16.3082801055169
13,43,951,"R","3","S1",26.6666666666666,-20,33.3333333333333
13,44,850,"W","3","S1",15,11.2,18.720042734994
13,45,884,"W","1","S2",23,5.20000000000005,23.5805004187782
13,46,751,"W","2","S1",23,1.39999999999998,23.0425693011869
13,47,967,"W","1","S2",35,-3.19999999999993,35.1459812780921
13,48,917,"W","2","S2",24.3333333333333,7.39999999999998,25.4336609852201
13,49,934,"W","1","S1",7,5.20000000000005,8.72009174263668
13,50,1251,"W","1","S1",4.33333333333326,0.399999999999977,4.35175571209795
13,51,1083,"R","3","S1",20,-15.1999999999999,25.1205095489721
13,52,1000,"R","1","S2",10.3333333333333,-11,15.0923085635623
13,53,1235,"R","3","S2",13.3333333333333,-17.6,22.0802576474501
13,54,667,"R","3","S2",9.33333333333326,-9.19999999999993,13.1053848135455
13,55,695,"W","3","S2",1.66666666666652,11.2,11.3233289176716
13,56,802,"R","3","S1",21.3333333333333,-12.8,24.8787280846732
13,57,1019,"W","2","S1",-3.66666666666674,-1,3.80058475033053
13,58,1067,"W","3","S1",12.3333333333333,10,15.8780071517527
13,59,1001,"W","1","S2",43,0.399999999999977,43.00186042487
13,60,833,"W","3","S2",15,8.80000000000007,17.3908021666627
13,61,1151,"W","3","S1",15,7.60000000000002,16.8154690686879
13,62,1617,"R","1","S1",26.3333333333333,-11,28.5384730573386
13,63,1000,"W","2","S2",36.3333333333333,-1,36.3470921960905
13,64,1030,"R","2","S1",15.6666666666666,-17,23.1180545125329
13,65,800,"W","1","S2",35,1.60000000000002,35.0365523418044
13,66,1001,"R","3","S1",20,-15.1999999999999,25.1205095489721
13,67,852,"R","1","S2",14.3333333333333,-8.60000000000002,16.7153954318898
13,68,800,"W","1","S1",16.3333333333333,1.60000000000002,16.4115135736402
13,69,1067,"R","1","S2",11.6666666666666,-11,16.0346846277409
13,70,819,"R","2","S2",10.3333333333333,-23,25.2146341987699
13,71,886,"W","1","S1",11,-6.79999999999995,12.9321305282617
13,72,836,"R","1","S1",23.6666666666666,-14.6,27.8077527159443
13,73,836,"W","2","S2",12.3333333333333,0.200000000000045,12.3349548483612
13,74,1268,"W","3","S2",7,4,8.06225774829855
13,75,750,"R","1","S1",39.6666666666666,-14.6,42.2682439243038
13,76,800,"W","2","S1",12.3333333333333,-3.39999999999998,12.7934010767704
13,77,1034,"R","2","S2",15.6666666666666,-8.60000000000002,17.8718897838042
13,78,1084,"W","3","S1",23,10,25.0798724079689
13,79,784,"R","2","S1",35.6666666666666,-21.8,41.8013290591472
13,80,783,"R","3","S2",16,-21.1999999999999,26.5601204816544
13,81,1151,"W","1","S2",20.3333333333333,1.60000000000002,20.3961870074885
13,82,1035,"R","2","S2",26.3333333333333,-17,31.3439698258603
13,83,868,"R","2","S1",29,-13.4,31.9462047824151
13,84,902,"W","2","S1",9.66666666666652,1.39999999999998,9.76751987171981
13,85,1195,"R","3","S1",25.3333333333333,-21.1999999999999,33.0335856028039
13,86,1329,"W","2","S2",8.33333333333326,2.60000000000002,8.72951570503446
13,87,1100,"W","1","S1",4.33333333333326,-0.799999999999955,4.40656076524278
13,88,917,"W","1","S2",12.3333333333333,2.80000000000007,12.6471779900146
13,89,1117,"R","1","S2",35.6666666666666,-18.1999999999999,40.0418669783404
13,90,1150,"W","2","S1",19,-1,19.0262975904404
13,91,1101,"W","3","S1",17.6666666666665,7.60000000000002,19.232033462718
13,92,901,"W","3","S2",33.6666666666665,10,35.1204277372078
13,93,1000,"R","2","S2",9,-6.19999999999993,10.9288608738514
13,94,901,"W","1","S2",45.6666666666665,-2,45.7104413066034
13,95,584,"W","3","S1",21.6666666666665,10,23.8630351054605
13,96,1134,"R","1","S2",7.66666666666663,-8.60000000000002,11.521188210327
13,97,821,"R","3","S2",18.6666666666666,-17.6,25.6554954043855
13,98,769,"W","3","S2",32.3333333333333,1.60000000000002,32.3728967570781
13,99,669,"R","2","S1",21,-8.60000000000002,22.6927301134086
13,100,867,"W","1","S1",5.66666666666652,-3.19999999999993,6.50777312996611
13,101,817,"W","2","S2",21.6666666666665,1.39999999999998,21.7118503229098
13,102,900,"W","3","S2",24.3333333333333,5.20000000000005,24.8827472581126
13,103,634,"W","3","S1",23,7.60000000000002,24.2231294427454
13,104,868,"W","2","S2",35,-3.39999999999998,35.1647550823264
13,105,818,"R","3","S1",22.6666666666666,-12.8,26.0310925198651
13,106,934,"R","1","S1",17,-7.39999999999998,18.5407658957229
13,107,1152,"W","1","S2",21.6666666666665,-4.39999999999998,22.1089222813876
13,108,1035,"R","2","S1",29,-20.6,35.5718990215592
13,109,819,"W","3","S2",3,11.2,11.5948264325086
13,110,1119,"W","1","S1",4.33333333333326,4,5.89726867098465
13,111,902,"R","3","S2",13.3333333333333,-18.8,23.0481621344908
13,112,1035,"R","1","S2",21,1,21.0237960416286
13,113,885,"R","2","S2",17,-14.6,22.4089267926869
13,114,668,"W","3","S1",1.66666666666652,5.20000000000005,5.46056570126006
13,115,717,"R","3","S1",32,-20,37.7359245282264
13,116,1318,"W","2","S1",12.3333333333333,1.39999999999998,12.4125384636306
13,117,916,"R","1","S1",30.3333333333333,-14.6,33.6640923108155
13,118,802,"W","2","S1",11,0.200000000000045,11.0018180315801
13,119,852,"R","3","S2",25.3333333333333,-15.1999999999999,29.5434896005494
13,120,984,"R","3","S1",14.6666666666666,-16.4,22.0016161022573
14,1,1430,"R","3","S2",31,8,32.0156211871642
14,2,1500,"R","3","S1",31,7,31.7804971641414
14,3,1450,"W","3","S2",108,19,109.658560997307
14,4,1019,"R","3","S2",34,12,36.0555127546399
14,5,1226,"W","1","S2",121,14,121.807224744676
14,6,923,"W","1","S1",147,6,147.122398022871
14,7,1359,"W","3","S1",67,21,70.2139587261678
14,8,788,"R","3","S1",24,18,30
14,9,996,"W","2","S1",67,17,69.1230786351418
14,10,775,"W","3","S2",83,8,83.3846508657319
14,11,801,"W","3","S1",69,17,71.0633520177595
14,12,871,"W","1","S1",46,11,47.2969343615419
14,13,1188,"R","3","S1",27,-9,28.4604989415154
14,14,1115,"R","1","S1",59,0,59
14,15,1022,"R","3","S2",56,-14,57.7234787586472
14,16,1000,"W","3","S1",46,9,46.8721665810319
14,17,703,"W","2","S2",63,-4,63.1268564083465
14,18,841,"W","2","S2",77,6,77.2334124585985
14,19,821,"W","1","S2",80,4,80.0999375780031
14,20,895,"W","3","S2",40,17,43.4626276242015
14,21,884,"R","1","S2",46,13,47.8016736108685
14,22,780,"R","3","S2",20,7,21.1896201004171
14,23,973,"W","3","S1",66,31,72.9177618965366
14,24,651,"W","2","S1",65,30,71.5891053163818
14,25,1098,"W","2","S2",73,26,77.4919350642375
14,26,1187,"W","1","S2",68,17,70.0927956355002
14,27,931,"W","1","S1",23,20,30.4795013082563
14,28,707,"W","1","S2",29,14,32.2024843762092
14,29,805,"R","1","S1",71,-1,71.0070419043069
14,30,1110,"W","3","S2",37,18,41.146081222882
14,31,832,"R","1","S2",75,9,75.538069872085
14,32,711,"R","3","S1",11,3,11.4017542509914
14,33,1024,"W","3","S1",14,11,17.8044938147649
14,34,1315,"R","1","S1",43,3,43.1045241245046
14,35,942,"W","3","S2",44,16,46.8187996428785
14,36,675,"R","1","S2",43,15,45.5411901469428
14,37,791,"W","3","S2",48,12,49.4772675074119
14,38,1429,"R","1","S2",7,4,8.06225774829855
14,39,1060,"W","2","S1",50,7,50.4876222454574
14,40,703,"R","3","S2",4,10,10.770329614269
14,41,1075,"R","1","S1",63,4,63.1268564083465
14,42,689,"R","3","S1",31,21,37.4432904536981
14,43,790,"W","1","S1",-17,21,27.0185121722126
14,44,1658,"W","2","S2",67,14,68.4470598345904
14,45,1113,"R","1","S1",46,1,46.0108682813094
14,46,2255,"W","2","S1",11,5,12.0830459735946
14,47,1016,"R","3","S1",18,8,19.6977156035922
14,48,918,"R","1","S2",44,-1,44.0113621693308
14,49,1111,"W","1","S2",10,14,17.2046505340853
14,50,850,"W","3","S1",27,16,31.3847096529504
14,51,711,"R","1","S1",30,3,30.1496268633627
14,52,821,"W","1","S1",9,6,10.816653826392
14,53,798,"W","1","S2",27,21,34.2052627529741
14,54,1070,"W","1","S1",2,16,16.1245154965971
14,55,958,"W","3","S2",65,22,68.6221538571911
14,56,725,"R","1","S2",48,2,48.0416485978573
14,57,871,"R","3","S2",16,13,20.6155281280883
14,58,772,"W","2","S2",50,8,50.6359556046887
14,59,852,"W","2","S1",23,7,24.0416305603426
14,60,800,"W","2","S1",32,6,32.5576411921994
14,61,868,"R","3","S2",10,9,13.4536240470737
14,62,1163,"R","2","S1",35,-1,35.0142828000232
14,63,957,"R","1","S1",34,-3,34.132096331752
14,64,791,"W","1","S1",1,8,8.06225774829855
14,65,826,"W","1","S2",36,5,36.3455636907725
14,66,621,"W","1","S1",8,4,8.94427190999916
14,67,686,"W","2","S2",27,6,27.6586333718787
14,68,821,"W","3","S1",31,15,34.4383507154451
14,69,770,"W","1","S2",67,3,67.0671305484289
14,70,973,"R","1","S2",49,4,49.1629942131274
14,71,635,"R","2","S2",2,7,7.28010988928052
14,72,718,"R","2","S2",33,5,33.3766385365573
14,73,859,"R","2","S1",64,6,64.2806347199528
14,74,1177,"R","3","S1",48,-1,48.0104155366312
14,75,995,"R","1","S2",40,10,41.2310562561766
14,76,730,"R","3","S2",20,0,20
14,77,688,"R","2","S1",22,18,28.4253408071038
14,78,611,"R","3","S1",14,26,29.5296461204668
14,79,959,"W","1","S2",87,18,88.8425573697651
14,80,784,"R","2","S2",36,4,36.2215405525497
14,81,862,"W","1","S1",7,26,26.9258240356725
14,82,632,"R","3","S1",47,12,48.5077313425396
14,83,847,"W","1","S1",10,2,10.1980390271856
14,84,595,"R","1","S1",37,-4,37.2155881318568
14,85,688,"W","2","S1",12,7,13.8924439894498
14,86,885,"R","3","S2",13,13,18.3847763108502
14,87,894,"W","3","S2",72,8,72.4430811050993
14,88,767,"W","3","S1",48,9,48.8364617882991
14,89,859,"R","1","S1",85,-10,85.5862138431184
14,90,788,"R","3","S1",14,-2,14.142135623731
14,91,1584,"W","1","S2",39,10,40.2616442783948
14,92,758,"R","1","S2",28,10,29.732137494637
14,93,782,"W","2","S2",46,6,46.3896540189728
14,94,862,"W","2","S2",55,14,56.7538544946508
14,95,827,"R","2","S2",4,7,8.06225774829855
14,96,735,"W","2","S1",10,6,11.6619037896906
14,97,596,"R","3","S2",-5,1,5.09901951359278
14,98,912,"W","2","S2",47,11,48.2700735445887
14,99,632,"R","3","S1",-6,15,16.1554944214035
14,100,653,"R","3","S2",7,-4,8.06225774829855
14,101,825,"W","3","S1",51,14,52.8866712887094
14,102,712,"R","1","S1",38,7,38.6393581727233
14,103,1544,"W","2","S1",20,4,20.3960780543711
14,104,704,"R","2","S1",15,0,15
14,105,928,"R","3","S1",36,2,36.0555127546399
14,106,1012,"W","3","S2",64,17,66.2193325245732
14,107,934,"R","1","S2",40,5,40.3112887414927
14,108,1065,"W","3","S1",50,13,51.662365412358
14,109,1306,"W","3","S2",78,29,83.2165848854662
14,110,876,"R","1","S1",85,17,86.6833317310773
14,111,992,"W","3","S2",75,32,81.5414005275848
14,112,984,"W","2","S2",79,23,82.2800097228968
14,113,737,"W","2","S1",42,12,43.6806593356831
14,114,640,"R","2","S1",42,-4,42.190046219458
14,115,826,"R","1","S2",62,8,62.5139984323511
14,116,701,"R","2","S2",19,12,22.4722050542442
14,117,1494,"W","3","S1",39,15,41.7851648315524
14,118,1035,"W","3","S1",52,19,55.3624421426656
14,119,666,"W","1","S2",54,14,55.7853027239254
14,120,494,"W","2","S2",37,10,38.3275357934736
15,1,1686,"W","1","S2",4,-5,6.40312423743285
15,2,1086,"W","1","S1",-8,-2,8.24621125123532
15,3,1396,"W","2","S1",-78,-2,78.0256368125246
15,4,2096,"R","3","S2",37,-9,38.0788655293195
15,5,2226,"W","1","S1",-30,-3,30.1496268633627
15,6,1703,"W","1","S2",-17,-13,21.4009345590327
15,7,1966,"W","3","S2",-65,-22,68.6221538571911
15,9,1020,"R","1","S1",14,-19,23.6008474424119
15,10,1513,"W","2","S2",-40,-18,43.8634243989226
15,11,972,"W","2","S2",-50,-13,51.662365412358
15,13,1006,"R","1","S2",14,-1,14.0356688476182
15,14,1252,"R","3","S1",50,-14,51.9230199429887
15,15,1213,"W","3","S1",-37,-10,38.3275357934736
15,16,1116,"R","3","S2",-1,-15,15.0332963783729
15,17,988,"R","3","S2",19,11,21.9544984001001
15,18,997,"W","2","S1",-52,-17,54.7083174663597
15,19,1637,"W","3","S2",-50,-6,50.3587132480567
15,20,1613,"W","3","S2",-46,-4,46.1735855224608
