date,time,computer.platform,computer.os,display.canvaswidth,display.canvasheight,display.width,display.height,display.refreshrate,blockcode,trialcode,trial_number,Age,Sex,Handedness,response_time,mousex,mousey,audio_condition_select,survey_Q1,survey_Q2,survey_Q3,survey_Q4,survey_Q5
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,Welcome_block,Welcome_trial,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,Welcome_block,Consent1,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,Welcome_block,Consent2,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,Welcome_block,Consent3,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,demographics,Age,0,30,Male,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,demographics,Sexoption1,0,30,Male,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,demographics,Sexoption2,0,30,Male,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,demographics,Sexoption3,0,30,Male,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,demographics,Sexoption4,0,30,Male,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,demographics,Sexother,0,30,Male,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,demographics,Handednessoption1,0,30,Male,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,demographics,Handednessoption2,0,30,Male,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,demographics,Handednessoption3,0,30,Male,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,demographics,Handednessoption4,0,30,Male,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,demographics,thanks,0,30,Male,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,sound_check_block,SoundCheck1,0,30,Male,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,13:48:48,win,win10,1920px,1080px,1920,1080,60,sound_check_block,SoundCheck2,0,30,Male,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,Welcome_block,Welcome_trial,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,Welcome_block,Consent1,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,Welcome_block,Consent2,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,Welcome_block,Consent3,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,demographics,Age,0,23,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,demographics,Sexoption1,0,23,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,demographics,Sexoption2,0,23,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,demographics,Sexoption3,0,23,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,demographics,Sexoption4,0,23,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,demographics,Sexother,0,23,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,demographics,Handednessoption1,0,23,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,demographics,Handednessoption2,0,23,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,demographics,Handednessoption3,0,23,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,demographics,Handednessoption4,0,23,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,11:20:33,win,win10,1920px,1080px,1920,1080,240,demographics,thanks,0,23,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,Welcome_block,Welcome_trial,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,Welcome_block,Consent1,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,Welcome_block,Consent2,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,Welcome_block,Consent3,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,demographics,Age,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,demographics,Sexoption1,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,demographics,Sexoption2,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,demographics,Sexoption3,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,demographics,Sexoption4,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,demographics,Sexother,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,demographics,Handednessoption1,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,demographics,Handednessoption2,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,demographics,Handednessoption3,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,demographics,Handednessoption4,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,demographics,thanks,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,sound_check_block,SoundCheck1,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,sound_check_block,SoundCheck2,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,sound_check_block,SoundCheck2,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,sound_check_block,SoundCheck2,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,sound_check_block,SoundCheck2,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,Instruction_block,Instructions1,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,Instruction_block,Instructions2,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,Instruction_block,begin_practice,0,40,Female,Right-handed,0,0,0,0,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,F0_M1_trial,0,40,Female,Right-handed,0,0,0,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,R1_trial,0,40,Female,Right-handed,0,0,0,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,Mouse_test,0,40,Female,Right-handed,1064,751,457,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,centermouse,0,40,Female,Right-handed,1064,751,457,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,F0_M1_trial,0,40,Female,Right-handed,1064,751,457,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,W1_trial,0,40,Female,Right-handed,1064,751,457,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,Mouse_test,0,40,Female,Right-handed,1900,775,479,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,centermouse,0,40,Female,Right-handed,1900,775,479,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,F0_M1_trial,0,40,Female,Right-handed,1900,775,479,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,R1_trial,0,40,Female,Right-handed,1900,775,479,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,Mouse_test,0,40,Female,Right-handed,721,760,464,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,centermouse,0,40,Female,Right-handed,721,760,464,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,F0_M1_trial,0,40,Female,Right-handed,721,760,464,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,W1_trial,0,40,Female,Right-handed,721,760,464,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,Mouse_test,0,40,Female,Right-handed,431,760,454,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,centermouse,0,40,Female,Right-handed,431,760,454,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,F0_M1_trial,0,40,Female,Right-handed,431,760,454,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,R1_trial,0,40,Female,Right-handed,431,760,454,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,Mouse_test,0,40,Female,Right-handed,1466,764,468,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,centermouse,0,40,Female,Right-handed,1466,764,468,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,F0_M1_trial,0,40,Female,Right-handed,1466,764,468,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,W1_trial,0,40,Female,Right-handed,1466,764,468,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,Mouse_test,0,40,Female,Right-handed,2224,807,465,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,centermouse,0,40,Female,Right-handed,2224,807,465,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,F0_M1_trial,0,40,Female,Right-handed,2224,807,465,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,R1_trial,0,40,Female,Right-handed,2224,807,465,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,Mouse_test,0,40,Female,Right-handed,2093,786,472,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,centermouse,0,40,Female,Right-handed,2093,786,472,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,F0_M1_trial,0,40,Female,Right-handed,2093,786,472,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,W1_trial,0,40,Female,Right-handed,2093,786,472,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,Mouse_test,0,40,Female,Right-handed,2129,829,459,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice,centermouse,0,40,Female,Right-handed,2129,829,459,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,F0_M1_trial,0,40,Female,Right-handed,2129,829,459,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,R1_trial,0,40,Female,Right-handed,2129,829,459,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,Mouse_test,0,40,Female,Right-handed,1292,796,463,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,reach_block_practice,centermouse,0,40,Female,Right-handed,1292,796,463,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice_final,F0_M1_trial,0,40,Female,Right-handed,1292,796,463,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice_final,W1_trial,0,40,Female,Right-handed,1292,796,463,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice_final,Mouse_test,0,40,Female,Right-handed,976,799,457,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice_final,centermouse,0,40,Female,Right-handed,976,799,457,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,withdraw_block_practice_final,repractice,0,40,Female,Right-handed,976,799,457,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,F0_M3_trial,1,40,Female,Right-handed,976,799,457,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,R3_trial,1,40,Female,Right-handed,976,799,457,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,Mouse_test,1,40,Female,Right-handed,807,678,453,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,centermouse,1,40,Female,Right-handed,807,678,453,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,F0_M2_trial,2,40,Female,Right-handed,807,678,453,3,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,W2_trial,2,40,Female,Right-handed,807,678,453,3,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,Mouse_test,2,40,Female,Right-handed,754,763,465,3,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,centermouse,2,40,Female,Right-handed,754,763,465,3,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,F0_M1_trial,3,40,Female,Right-handed,754,763,465,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,R1_trial,3,40,Female,Right-handed,754,763,465,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,Mouse_test,3,40,Female,Right-handed,808,761,451,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,centermouse,3,40,Female,Right-handed,808,761,451,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,F0_M3_trial,4,40,Female,Right-handed,808,761,451,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,R3_trial,4,40,Female,Right-handed,808,761,451,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,Mouse_test,4,40,Female,Right-handed,1119,705,449,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,centermouse,4,40,Female,Right-handed,1119,705,449,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W3,F0_M3_trial,5,40,Female,Right-handed,1119,705,449,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W3,W3_trial,5,40,Female,Right-handed,1119,705,449,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W3,Mouse_test,5,40,Female,Right-handed,468,779,455,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W3,centermouse,5,40,Female,Right-handed,468,779,455,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W3,F0_M3_trial,6,40,Female,Right-handed,468,779,455,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W3,W3_trial,6,40,Female,Right-handed,468,779,455,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W3,Mouse_test,6,40,Female,Right-handed,790,860,471,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W3,centermouse,6,40,Female,Right-handed,790,860,471,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,F0_M3_trial,7,40,Female,Right-handed,790,860,471,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,R3_trial,7,40,Female,Right-handed,790,860,471,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,Mouse_test,7,40,Female,Right-handed,1089,762,431,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,centermouse,7,40,Female,Right-handed,1089,762,431,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,F0_M1_trial,8,40,Female,Right-handed,1089,762,431,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,W1_trial,8,40,Female,Right-handed,1089,762,431,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,Mouse_test,8,40,Female,Right-handed,602,839,446,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,centermouse,8,40,Female,Right-handed,602,839,446,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,F0_M3_trial,9,40,Female,Right-handed,602,839,446,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,R3_trial,9,40,Female,Right-handed,602,839,446,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,Mouse_test,9,40,Female,Right-handed,752,734,436,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,centermouse,9,40,Female,Right-handed,752,734,436,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,F0_M3_trial,10,40,Female,Right-handed,752,734,436,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,R3_trial,10,40,Female,Right-handed,752,734,436,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,Mouse_test,10,40,Female,Right-handed,624,797,456,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,centermouse,10,40,Female,Right-handed,624,797,456,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,F0_M2_trial,11,40,Female,Right-handed,624,797,456,4,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,W2_trial,11,40,Female,Right-handed,624,797,456,4,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,Mouse_test,11,40,Female,Right-handed,799,794,471,4,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,centermouse,11,40,Female,Right-handed,799,794,471,4,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,F0_M1_trial,12,40,Female,Right-handed,799,794,471,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,R1_trial,12,40,Female,Right-handed,799,794,471,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,Mouse_test,12,40,Female,Right-handed,681,796,470,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,centermouse,12,40,Female,Right-handed,681,796,470,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W3,F0_M3_trial,13,40,Female,Right-handed,681,796,470,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W3,W3_trial,13,40,Female,Right-handed,681,796,470,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W3,Mouse_test,13,40,Female,Right-handed,2899,709,441,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W3,centermouse,13,40,Female,Right-handed,2899,709,441,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,F0_M2_trial,14,40,Female,Right-handed,2899,709,441,3,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,W2_trial,14,40,Female,Right-handed,2899,709,441,3,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,Mouse_test,14,40,Female,Right-handed,190,846,454,3,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,centermouse,14,40,Female,Right-handed,190,846,454,3,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,F0_M1_trial,15,40,Female,Right-handed,190,846,454,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,R1_trial,15,40,Female,Right-handed,190,846,454,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,Mouse_test,15,40,Female,Right-handed,514,752,452,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,centermouse,15,40,Female,Right-handed,514,752,452,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,F0_M1_trial,16,40,Female,Right-handed,514,752,452,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,W1_trial,16,40,Female,Right-handed,514,752,452,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,Mouse_test,16,40,Female,Right-handed,719,778,465,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,centermouse,16,40,Female,Right-handed,719,778,465,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,F0_M1_trial,17,40,Female,Right-handed,719,778,465,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,R1_trial,17,40,Female,Right-handed,719,778,465,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,Mouse_test,17,40,Female,Right-handed,1247,754,452,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R1,centermouse,17,40,Female,Right-handed,1247,754,452,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,F0_M1_trial,18,40,Female,Right-handed,1247,754,452,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,W1_trial,18,40,Female,Right-handed,1247,754,452,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,Mouse_test,18,40,Female,Right-handed,160,852,474,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,centermouse,18,40,Female,Right-handed,160,852,474,1,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,F0_M1_trial,19,40,Female,Right-handed,160,852,474,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,W1_trial,19,40,Female,Right-handed,160,852,474,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,Mouse_test,19,40,Female,Right-handed,2659,780,453,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W1,centermouse,19,40,Female,Right-handed,2659,780,453,2,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,F0_M3_trial,20,40,Female,Right-handed,2659,780,453,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,R3_trial,20,40,Female,Right-handed,2659,780,453,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,Mouse_test,20,40,Female,Right-handed,939,764,457,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,centermouse,20,40,Female,Right-handed,939,764,457,5,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,F0_M2_trial,21,40,Female,Right-handed,939,764,457,4,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,W2_trial,21,40,Female,Right-handed,939,764,457,4,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,Mouse_test,21,40,Female,Right-handed,503,755,451,4,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_W2,centermouse,21,40,Female,Right-handed,503,755,451,4,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,F0_M3_trial,22,40,Female,Right-handed,503,755,451,6,0,0,0,0,0
01/09/2022,12:50:18,win,win10,1366px,768px,1366,768,60,block_R3,R3_trial,22,40,Female,Right-handed,503,755,451,6,0,0,0,0,0
