"ID","Action_Dir","Action_length","Sound","x_disp","y_disp"
11,"W","3","S2",88.2666666666666,4.40000000000002
12,"R","1","S1",112.75,22.4499999999999
12,"R","1","S2",40.5,10.75
12,"R","2","S1",73.75,-25.5
12,"R","2","S2",130.75,-9.75
12,"R","3","S1",100.785714285714,-16.2714285714286
12,"R","3","S2",91.4,6.09999999999998
12,"W","1","S1",117.7,-10.4900000000001
12,"W","1","S2",123.0625,-16.19375
12,"W","2","S1",70.5,14.775
12,"W","2","S2",99,13.6499999999999
12,"W","3","S1",62.5,2.44999999999993
12,"W","3","S2",96.3,26.2999999999999
13,"R","1","S1",23,-7.875
13,"R","1","S2",22.9230769230769,-7.38461538461539
13,"R","2","S1",33.8461538461538,-21.7692307692308
13,"R","2","S2",30.5,-20.5
13,"R","3","S1",42.4444444444444,-20.4444444444444
13,"R","3","S2",43.1666666666667,-19.5
13,"W","1","S1",43.1111111111111,-2.44444444444444
13,"W","1","S2",55.3,-2.4
13,"W","2","S1",44.7142857142857,5.64285714285714
13,"W","2","S2",51.4,2.8
13,"W","3","S1",34.6,7.6
13,"W","3","S2",63.1818181818182,5.45454545454545
14,"R","1","S1",2.26666666666663,-2.35999999999996
14,"R","1","S2",9.25925925925923,-25.8
14,"R","2","S1",-19.8,-41.28
14,"R","2","S2",-6.88888888888892,-23.8
14,"R","3","S1",-4.40000000000005,-21.2
14,"R","3","S2",-32.8571428571429,-23.1714285714285
14,"W","1","S1",85.9999999999999,-8.39999999999998
14,"W","1","S2",80.2666666666666,12.28
14,"W","2","S1",77.7333333333333,3.96000000000001
14,"W","2","S2",63.2592592592592,10.8666666666667
14,"W","3","S1",71.3333333333333,-19.4285714285714
14,"W","3","S2",63.4545454545454,33.3090909090909
15,"R","1","S1",45,9.85714285714286
15,"R","1","S2",22.9230769230769,7.07692307692308
15,"R","2","S1",43.8,4.4
15,"R","2","S2",31.2727272727273,5
15,"R","3","S1",55.3,8.6
15,"R","3","S2",40.8181818181818,13.5454545454545
15,"W","1","S1",48.5,4.5
15,"W","1","S2",53.7692307692308,5.23076923076923
15,"W","2","S1",50.125,6.625
15,"W","2","S2",52.125,8.25
15,"W","3","S1",36,11.0769230769231
15,"W","3","S2",55,12
16,"R","1","S1",21.6666666666666,10.2
16,"R","1","S2",12.4761904761904,7.17142857142859
16,"R","2","S1",28.2222222222222,-7.59999999999996
16,"R","2","S2",35.1666666666666,0.150000000000006
16,"R","3","S1",30.8,1.84000000000001
16,"R","3","S2",45.2,-1.03999999999999
16,"W","1","S1",59.1999999999999,-4.75999999999997
16,"W","1","S2",70.9333333333333,-6.79999999999998
16,"W","2","S1",57.5238095238095,1.2857142857143
16,"W","2","S2",54.7619047619047,-0.171428571428545
16,"W","3","S1",45.9999999999999,4.76000000000001
16,"W","3","S2",52.5333333333332,5.36000000000001
17,"R","1","S1",29.047619047619,-2.08571428571427
17,"R","1","S2",24.7777777777777,8.20000000000001
17,"R","2","S1",30.0909090909091,-6.87272727272724
17,"R","2","S2",23.8,-0.479999999999973
17,"R","3","S1",42.7999999999999,-4.03999999999995
17,"R","3","S2",43.1666666666666,-6.94999999999996
17,"W","1","S1",16.6666666666666,13.2307692307693
17,"W","1","S2",33.8333333333333,14.5
17,"W","2","S1",14.8571428571428,18.0857142857143
17,"W","2","S2",25.3333333333333,19.6285714285715
17,"W","3","S1",25.4999999999999,22.55
17,"W","3","S2",27.2222222222222,22.8
18,"R","1","S1",34.7144948755491,-9.4296875
18,"R","1","S2",35.0268423621279,-15.25
18,"R","2","S1",42.0073206442167,-13.08984375
18,"R","2","S2",49.102714269625,-6.82932692307692
18,"R","3","S1",61.4299658369937,-10.625
18,"R","3","S2",54.7613469985359,-21.40625
18,"W","1","S1",8.68228404099564,-1.34375
18,"W","1","S2",2.21669106881409,-8.796875
18,"W","2","S1",10.496548839155,10.3794642857143
18,"W","2","S2",17.5578330893119,6.796875
18,"W","3","S1",-4.00984959403699,4.78693181818182
18,"W","3","S2",10.0741825280625,3.75
19,"R","1","S1",38.5714285714286,4.42857142857143
19,"R","1","S2",36.3333333333333,0.75
19,"R","2","S1",42.4,-0.733333333333333
19,"R","2","S2",33.4,-1
19,"R","3","S1",50.375,-2.875
19,"R","3","S2",53.2727272727273,-2.81818181818182
19,"W","1","S1",16.5714285714286,-0.142857142857143
19,"W","1","S2",36.5384615384615,4.07692307692308
19,"W","2","S1",19,10.4444444444444
19,"W","2","S2",32.75,6.66666666666667
19,"W","3","S1",23.3,8
19,"W","3","S2",23.5454545454545,6.63636363636364
20,"R","1","S1",19.9090909090909,6.69999999999996
20,"R","1","S2",38.8333333333333,-2.45000000000007
20,"R","2","S1",34,-7.2428571428572
20,"R","2","S2",34.5,1.38749999999995
20,"R","3","S1",36,2.19999999999996
20,"R","3","S2",45.05,-6.72500000000005
20,"W","1","S1",15.7272727272727,4.53181818181814
20,"W","1","S2",21.5,-4.40000000000004
20,"W","2","S1",25.9090909090909,17.4954545454545
20,"W","2","S2",34.35,14.4149999999999
20,"W","3","S1",-3.5,14.15
20,"W","3","S2",14,17.5249999999999
21,"R","1","S1",3.86666666666663,7.60000000000003
21,"R","1","S2",12.1666666666666,10.9
21,"R","2","S1",21.6666666666666,2.70000000000002
21,"R","2","S2",9.24242424242421,0.545454545454566
21,"R","3","S1",34.3809523809523,2.20000000000003
21,"R","3","S2",25.2222222222222,5.80000000000002
21,"W","1","S1",52.3030303030302,8.36363636363638
21,"W","1","S2",46.9333333333332,6.64000000000003
21,"W","2","S1",38.4444444444444,2.10000000000004
21,"W","2","S2",31.9999999999999,8.06666666666669
21,"W","3","S1",31.6296296296296,5.60000000000004
21,"W","3","S2",41.1111111111111,7.30000000000002
22,"R","1","S1",123.375,-59.1125
22,"R","1","S2",110.25,12.60625
22,"R","2","S1",91.1875,-18.1875
22,"R","2","S2",70,-49.1250000000001
22,"R","3","S1",129.875,-11.45
22,"R","3","S2",118.666666666667,1.74999999999998
22,"W","1","S1",40.3,4.35999999999995
22,"W","1","S2",86.25,-20.975
22,"W","2","S1",107.863636363636,-8.27727272727275
22,"W","2","S2",53.25,-46.2
22,"W","3","S1",106.928571428571,-48.5285714285715
22,"W","3","S2",55.5,-8.53000000000004
24,"R","1","S1",-8.875,5
24,"R","1","S2",-2.91666666666667,5.16666666666667
24,"R","2","S1",3.25,-16.375
24,"R","2","S2",-0.5,-4.58333333333333
24,"R","3","S1",5.77777777777778,1.11111111111111
24,"R","3","S2",9.27272727272727,-3.54545454545455
24,"W","1","S1",19.4,-2.8
24,"W","1","S2",33.1,-6.4
24,"W","2","S1",23,-0.4
24,"W","2","S2",14.5555555555556,-0.888888888888889
24,"W","3","S1",20.8888888888889,0.777777777777778
24,"W","3","S2",22.9166666666667,-3.91666666666667
25,"R","1","S1",76.4545454545455,-29
25,"R","1","S2",74.5,-26.7
25,"R","2","S1",70,-23.3
25,"R","2","S2",70.4,-32.2
25,"R","3","S1",77.7142857142857,-23.5714285714286
25,"R","3","S2",82.1666666666667,-23
25,"W","1","S1",27.3333333333333,-6.11111111111111
25,"W","1","S2",43.3636363636364,-7.18181818181818
25,"W","2","S1",22.625,-11.25
25,"W","2","S2",40.0833333333333,-11.5833333333333
25,"W","3","S1",29.7777777777778,-2.77777777777778
25,"W","3","S2",36.0909090909091,-10
26,"R","1","S1",-9.84615384615385,-35.3076923076923
26,"R","1","S2",18,-32
26,"R","2","S1",-11.5,-27.75
26,"R","2","S2",-4.5,-6.5
26,"R","3","S1",29.375,-40.125
26,"R","3","S2",19,-39.3333333333333
26,"W","1","S1",24.9,-20.4
26,"W","1","S2",28,-31.6
26,"W","2","S1",36.4615384615385,2.76923076923077
26,"W","2","S2",35,-5.5
26,"W","3","S1",15.9285714285714,-6.28571428571429
26,"W","3","S2",-1.16666666666667,-3.33333333333333
27,"R","1","S1",17.8974358974359,-57.5230769230769
27,"R","1","S2",3.71428571428568,-50.0857142857143
27,"R","2","S1",26.8666666666666,-58.68
27,"R","2","S2",19.1333333333333,-56.88
27,"R","3","S1",38.1111111111111,-73.7
27,"R","3","S2",26.7619047619047,-42.2
27,"W","1","S1",27.8333333333333,-27.8
27,"W","1","S2",28.2222222222222,-29
27,"W","2","S1",33.4444444444444,-21.7
27,"W","2","S2",38.8333333333332,-19.05
27,"W","3","S1",8.13333333333328,-23.44
27,"W","3","S2",37.030303030303,-16.8727272727272
28,"R","1","S1",21,12
28,"R","1","S2",20,1.76923076923077
28,"R","2","S1",24.7777777777778,-8.77777777777778
28,"R","2","S2",29.0909090909091,2.09090909090909
28,"R","3","S1",42.0769230769231,-9.61538461538461
28,"R","3","S2",26.8571428571429,-0.285714285714286
28,"W","1","S1",83.8,-27.6
28,"W","1","S2",87.3333333333333,-13.6666666666667
28,"W","2","S1",66.1666666666667,-0.75
28,"W","2","S2",49.125,-2.5
28,"W","3","S1",65.1818181818182,-2.72727272727273
28,"W","3","S2",74.3333333333333,-0.777777777777778
29,"R","1","S1",11.9298245614034,-14.1480263157894
29,"R","1","S2",23.4609250398723,-3.61124401913871
29,"R","2","S1",22.2241715399609,-10.2105263157894
29,"R","2","S2",15.5326953748006,-5.65909090909086
29,"R","3","S1",32.6065162907268,-15.9821428571428
29,"R","3","S2",28.8972431077694,-11.203007518797
29,"W","1","S1",36.2255639097744,-4.79699248120296
29,"W","1","S2",56.8270676691729,-0.22932330827062
29,"W","2","S1",31.438596491228,0.434210526315837
29,"W","2","S2",41.4502923976608,0.118421052631629
29,"W","3","S1",36.4210526315789,-3.90624999999994
29,"W","3","S2",37.0749601275917,0.837320574162721
30,"R","1","S1",47.3333333333333,-23.2666666666667
30,"R","1","S2",33.2,-18.32
30,"R","2","S1",43.1333333333333,-25.32
30,"R","2","S2",39.7878787878788,-29.1272727272727
30,"R","3","S1",45.5238095238095,-24.0285714285714
30,"R","3","S2",47.3333333333333,-25.5714285714286
30,"W","1","S1",32.3333333333333,1.30000000000001
30,"W","1","S2",49.3333333333332,-0.949999999999974
30,"W","2","S1",37.4444444444444,5.30000000000002
30,"W","2","S2",39.4074074074073,6.60000000000002
30,"W","3","S1",36.6666666666666,6.40000000000004
30,"W","3","S2",37.5555555555555,5.06666666666669
31,"R","1","S1",41.2,-45.32
31,"R","1","S2",28.9090909090909,-39.8
31,"R","2","S1",48.4666666666666,-59.4
31,"R","2","S2",44.7575757575757,-52.8
31,"R","3","S1",65.1794871794872,-53.0923076923077
31,"R","3","S2",53.3333333333333,-43.4
31,"W","1","S1",44.6666666666666,-9.19999999999999
31,"W","1","S2",53.030303030303,-6.90909090909089
31,"W","2","S1",24.5714285714285,-4.19999999999996
31,"W","2","S2",45.4545454545454,0.709090909090946
31,"W","3","S1",39.3333333333333,3.02857142857145
31,"W","3","S2",49.8095238095237,4.22857142857146
33,"R","1","S1",10.4,-6.79999999999995
33,"R","1","S2",5.46666666666663,-7.75999999999997
33,"R","2","S1",4.11111111111107,-16.6666666666666
33,"R","2","S2",10.6666666666666,-14.6
33,"R","3","S1",21.1666666666666,-21.05
33,"R","3","S2",13.6363636363636,-14.0545454545454
33,"W","1","S1",8.16666666666657,-6.19999999999997
33,"W","1","S2",39.4545454545454,-4.07272727272725
33,"W","2","S1",21.037037037037,-2.86666666666666
33,"W","2","S2",32.6060606060605,-1.0363636363636
33,"W","3","S1",26.9696969696969,0.690909090909124
33,"W","3","S2",19.9999999999999,-4.11999999999998
34,"R","1","S1",14.6401621804258,7.63461538461539
34,"R","1","S2",20.0732064421669,10.78515625
34,"R","2","S1",27.1542966550288,4.74519230769231
34,"R","2","S2",27.2489019033675,13.27734375
34,"R","3","S1",40.7257895837691,-0.915178571428571
34,"R","3","S2",33.3967789165447,0.9765625
34,"W","1","S1",38.0457873020099,7.83522727272727
34,"W","1","S2",37.1371400683261,6.34375
34,"W","2","S1",34.190336749634,12.4888392857143
34,"W","2","S2",35.3616398243046,10.78125
34,"W","3","S1",35.3262754814732,11.0216346153846
34,"W","3","S2",30.298682284041,16.71875
35,"R","1","S1",1.08333333333333,-4.41666666666667
35,"R","1","S2",7.57142857142857,-0.857142857142857
35,"R","2","S1",6.36363636363636,-11
35,"R","2","S2",4,11.7777777777778
35,"R","3","S1",33.75,-7
35,"R","3","S2",27.6923076923077,-6.15384615384615
35,"W","1","S1",22.625,2.75
35,"W","1","S2",-15.5454545454545,14
35,"W","2","S1",-24.8181818181818,33.8181818181818
35,"W","2","S2",0.111111111111111,1.66666666666667
35,"W","3","S1",-6.25,31.5833333333333
35,"W","3","S2",-40,32.875
36,"R","1","S1",25.25,0
36,"R","1","S2",12.9230769230769,-2.76923076923077
36,"R","2","S1",19.2,-8
36,"R","2","S2",21.8,-8.9
36,"R","3","S1",19.6,-8.3
36,"R","3","S2",16.3,-2.8
36,"W","1","S1",27.7,2.4
36,"W","1","S2",85.2,7.8
36,"W","2","S1",34.375,1
36,"W","2","S2",47.25,12.1666666666667
36,"W","3","S1",53.2222222222222,14.2222222222222
36,"W","3","S2",36.1111111111111,1.66666666666667
37,"R","1","S1",60.3030303030303,3.18181818181821
37,"R","1","S2",44.8,-0.199999999999989
37,"R","2","S1",35.6666666666666,6.66666666666669
37,"R","2","S2",34.5757575757575,18.4363636363637
37,"R","3","S1",66.4848484848485,2.30909090909095
37,"R","3","S2",86.5333333333333,-1.63999999999999
37,"W","1","S1",-9.06666666666672,4.24000000000003
37,"W","1","S2",16.2222222222222,3.60000000000004
37,"W","2","S1",-3.40740740740752,25.2666666666667
37,"W","2","S2",10.2666666666666,4.56000000000001
37,"W","3","S1",-10.1481481481482,21.3333333333333
37,"W","3","S2",8.54545454545446,8.21818181818184
38,"R","1","S1",29.7037037037037,-52.2
38,"R","1","S2",15.6969696969697,-27.3636363636364
38,"R","2","S1",50.6,-50.64
38,"R","2","S2",18.3333333333333,-31.6
38,"R","3","S1",57.047619047619,-33.8
38,"R","3","S2",28.7777777777778,-15.9
38,"W","1","S1",43.6296296296296,10
38,"W","1","S2",-24.2222222222223,-9.86666666666665
38,"W","2","S1",25.1666666666666,0.30000000000004
38,"W","2","S2",-14.4000000000001,-21.24
38,"W","3","S1",-12.4444444444445,-7.39999999999998
38,"W","3","S2",-10.5000000000001,-23.35
39,"R","1","S1",36.1666666666666,-24.8
39,"R","1","S2",39.4545454545454,-23.9818181818181
39,"R","2","S1",45.5925925925925,-30.5333333333333
39,"R","2","S2",37.4444444444444,-29.4
39,"R","3","S1",57.5555555555555,-32.7333333333333
39,"R","3","S2",56.4444444444444,-30.9
39,"W","1","S1",43.7777777777777,-24.8
39,"W","1","S2",39.128205128205,-19.0769230769231
39,"W","2","S1",22.1818181818181,-11.4
39,"W","2","S2",35.8666666666666,-10.32
39,"W","3","S1",30.8888888888888,-9.39999999999998
39,"W","3","S2",32.2564102564102,-9.63076923076922
40,"R","1","S1",40.8333333333333,17.25
40,"R","1","S2",45.375,27.25
40,"R","2","S1",38.4444444444444,10.6666666666667
40,"R","2","S2",39.9090909090909,19.5454545454545
40,"R","3","S1",36.3076923076923,9.23076923076923
40,"R","3","S2",34.1666666666667,22.3333333333333
40,"W","1","S1",25.5555555555556,11.7777777777778
40,"W","1","S2",21.2727272727273,10.5454545454545
40,"W","2","S1",21.5,26.3
40,"W","2","S2",28.6,12
40,"W","3","S1",14.2,13.2
40,"W","3","S2",25.1,10.5
41,"R","1","S1",36.5555555555555,10.1
41,"R","1","S2",33.1666666666666,21.4
41,"R","2","S1",35.051282051282,0.923076923076949
41,"R","2","S2",40.047619047619,9.42857142857144
41,"R","3","S1",42.6666666666666,5.44000000000002
41,"R","3","S2",50,10.84
41,"W","1","S1",8.33333333333323,-13.25
41,"W","1","S2",34.9999999999999,5.90000000000002
41,"W","2","S1",17.9999999999999,7.80000000000001
41,"W","2","S2",29.8333333333333,21.75
41,"W","3","S1",2.99999999999991,18.3
41,"W","3","S2",40.4999999999999,15.65
42,"R","1","S1",97.6,-12.68
42,"R","1","S2",79.0666666666666,-28.76
42,"R","2","S1",84.7575757575757,-25.4181818181818
42,"R","2","S2",89,-24.5333333333333
42,"R","3","S1",101.166666666667,-36.95
42,"R","3","S2",90.1212121212121,-30.0909090909091
42,"W","1","S1",71.9999999999999,-16.6
42,"W","1","S2",72.095238095238,-7.14285714285711
42,"W","2","S1",71.6363636363636,-10.8545454545454
42,"W","2","S2",61.9259259259258,-0.733333333333323
42,"W","3","S1",57.1428571428571,2.85714285714287
42,"W","3","S2",56.6666666666666,-1.35999999999999
43,"R","1","S1",64.8148148148148,-43.9333333333333
43,"R","1","S2",55.1666666666666,-38.9
43,"R","2","S1",71.2666666666666,-24.84
43,"R","2","S2",41.7407407407407,-38.2666666666666
43,"R","3","S1",74.3333333333333,-30.4
43,"R","3","S2",76.5,-42.95
43,"W","1","S1",17.9999999999999,3.65714285714288
43,"W","1","S2",29.2222222222222,-1.69999999999996
43,"W","2","S1",39.9999999999999,-0.381818181818165
43,"W","2","S2",31.4285714285714,-3
43,"W","3","S1",16.095238095238,-3.14285714285711
43,"W","3","S2",25.6190476190475,10.2285714285715
44,"R","1","S1",7.33333333333328,-0.333333333333321
44,"R","1","S2",5.88888888888886,-0.0999999999999754
44,"R","2","S1",14.5555555555555,-5.99999999999998
44,"R","2","S2",12.8974358974359,-6.18461538461535
44,"R","3","S1",24.7777777777777,-4.39999999999998
44,"R","3","S2",27.8333333333333,-4.84999999999998
44,"W","1","S1",11.8333333333332,3.10000000000004
44,"W","1","S2",17.3846153846153,3.44615384615387
44,"W","2","S1",9.77777777777773,6.73333333333335
44,"W","2","S2",12.4444444444444,5.70000000000002
44,"W","3","S1",4.93333333333326,6.32000000000003
44,"W","3","S2",9.047619047619,11.6
45,"R","1","S1",3.05263157894732,-1.44736842105259
45,"R","1","S2",-3.80116959064333,-0.644736842105229
45,"R","2","S1",8.0331384015594,-10.3421052631579
45,"R","2","S2",6.12280701754382,-9.63157894736837
45,"R","3","S1",31.3157894736842,-14.375
45,"R","3","S2",22.5146198830409,-14.078947368421
45,"W","1","S1",27.1403508771929,0.373355263157933
45,"W","1","S2",43.251461988304,-3.10526315789468
45,"W","2","S1",36.0467836257309,7.64802631578954
45,"W","2","S2",28.3859649122807,3.6759868421053
45,"W","3","S1",36.515519568151,11.9382591093118
45,"W","3","S2",36.4210526315788,3.0509868421053
46,"R","1","S1",11.9166666666667,8.83333333333333
46,"R","1","S2",6.525,5.8
46,"R","2","S1",5.71428571428571,0.857142857142857
46,"R","2","S2",13.6346153846154,3.63461538461538
46,"R","3","S1",20.3214285714286,9.46428571428571
46,"R","3","S2",24.125,4.375
46,"W","1","S1",26.8,1.375
46,"W","1","S2",31.45,-2.375
46,"W","2","S1",27.25,6.75
46,"W","2","S2",28.5,0.75
46,"W","3","S1",31.3846153846154,2.63461538461538
46,"W","3","S2",5.25,9.17857142857143
47,"R","1","S1",26.5153733528551,-3.8046875
47,"R","1","S2",57.8477306002928,-0.81640625
47,"R","2","S1",31.449620657527,-29.4375
47,"R","2","S2",28.7520741825281,-7.09375
47,"R","3","S1",51.9033674963397,-17.34375
47,"R","3","S2",29.0395314787702,-15.921875
47,"W","1","S1",51.1927769643729,-26.9375
47,"W","1","S2",75.7404498868628,-5.07670454545455
47,"W","2","S1",35.8770131771597,-10.875
47,"W","2","S2",18.3777452415813,10.95703125
47,"W","3","S1",58.4738453347531,17.4431818181818
47,"W","3","S2",-15.0307467057101,-0.0390625
